EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,REGION,addr,Lat,Lng,STREET_new,ZIP_5,Coord
410956396,UNITED WAY OF FREEBORN COUNTY INC,,314 S BROADWAY AVE,ALBERT LEA,MN,56007-4527,0,3,3,1000,196412,1,15,600000000,1,1,201712.0,5,5,1,0,12,776231.0,553693.0,553693.0,T70,,Mid-Atlantic and Great Lakes Areas,"314 S BROADWAY AVE, ALBERT LEA, MN, 56007",43.6334195,-93.3635813,314 S BROADWAY AVE,56007,"(43.6334195, -93.3635813)"
411355409,UNITED WAY OF NOBLES COUNTY,,1121 3RD AVE,WORTHINGTON,MN,56187-2435,0,3,3,1000,197907,1,15,600000000,1,1,201708.0,4,4,1,0,8,126843.0,181358.0,181358.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"1121 3RD AVE, WORTHINGTON, MN, 56187",43.620807,-95.5945085,1121 3RD AVE,56187,"(43.620807, -95.5945085)"
411973442,GREATER TWIN CITIES UNITED WAY,% ATHENA MIHAS,404 S 8TH ST,MINNEAPOLIS,MN,55404-1027,0,3,3,1000,200006,1,15,0,1,1,201712.0,9,9,1,0,12,145836866.0,79574440.0,76414596.0,T70,,Mid-Atlantic and Great Lakes Areas,"404 S 8TH ST, MINNEAPOLIS, MN, 55404",44.97373485,-93.2671922440238,404 S 8TH ST,55404,"(44.97373485, -93.2671922440238)"
416008819,GREATER MANKATO AREA UNITED WAY INC,,127 S 2ND ST STE 190,MANKATO,MN,56001-7339,0,3,3,1000,195708,1,15,600349000,1,1,201712.0,6,6,1,0,12,2453135.0,2622725.0,2559317.0,T70,,Mid-Atlantic and Great Lakes Areas,"127 S 2ND ST, MANKATO, MN, 56001",44.1631058,-94.0049836,127 S 2ND ST,56001,"(44.1631058, -94.0049836)"
416025520,HEAD OF THE LAKES UNITED WAY TRUST,% GARY O TANGEN,130 W SUPERIOR ST STE 1000,DULUTH,MN,55802-2094,0,3,3,1000,196702,1,15,600000000,2,1,201712.0,6,4,1,0,12,4555894.0,351433.0,196018.0,,,Mid-Atlantic and Great Lakes Areas,"130 W SUPERIOR ST, DULUTH, MN, 55802",46.7859753,-92.0994374,130 W SUPERIOR ST,55802,"(46.7859753, -92.0994374)"
416042589,UNITED WAY OF 1000 LAKES,,350 NW 1ST AVE STE A,GRAND RAPIDS,MN,55744-2756,0,3,3,1000,196409,1,15,927000000,1,1,201706.0,4,4,1,0,6,230689.0,354375.0,347859.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"350 NW 1ST AVE, GRAND RAPIDS, MN, 55744",47.2390397,-93.529898,350 NW 1ST AVE,55744,"(47.2390397, -93.529898)"
416043633,UNITED WAY OF GOODHUE WABASHA & PIERCE COUNTIES,,413 W 3RD ST,RED WING,MN,55066-2310,0,3,3,1000,196208,1,15,600927000,1,1,201703.0,5,5,1,0,3,612431.0,529459.0,529459.0,,,Mid-Atlantic and Great Lakes Areas,"413 W 3RD ST, RED WING, MN, 55066",44.5661312,-92.5329936,413 W 3RD ST,55066,"(44.5661312, -92.5329936)"
416076321,MORRISON COUNTY UNITED WAY INC,,107 2ND ST SE STE 200,LITTLE FALLS,MN,56345-3080,0,3,3,1200,196807,1,15,59927602,1,1,201612.0,4,3,1,0,12,147323.0,92295.0,92295.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"107 2ND ST SE, LITTLE FALLS, MN, 56345",45.9719901,-94.3621215,107 2ND ST SE,56345,"(45.9719901, -94.3621215)"
420680362,BURLINGTON WEST BURLINGTON AREA UNITED WAY INC,,218 N 3RD ST STE 217,BURLINGTON,IA,52601-5320,0,3,3,1000,196305,1,15,600000000,1,1,201712.0,5,5,1,0,12,911032.0,508792.0,508792.0,,,Mid-Atlantic and Great Lakes Areas,"218 N 3RD ST, BURLINGTON, IA, 52601",40.8157426,-91.1007534,218 N 3RD ST,52601,"(40.8157426, -91.1007534)"
420680425,UNITED WAY OF CENTRAL IOWA,% UNIT,1111 9TH ST STE 100,DES MOINES,IA,50314-2527,0,3,3,1000,193805,1,16,600000000,1,1,201706.0,8,8,1,0,6,36821684.0,28736317.0,27983776.0,,,Mid-Atlantic and Great Lakes Areas,"1111 9TH ST, DES MOINES, IA, 50314",41.5876621,-93.6292346,1111 9TH ST,50314,"(41.5876621, -93.6292346)"
420698299,UNITED WAY OF CLINTON COUNTY IOWA,,405 S 3RD ST,CLINTON,IA,52732-4317,0,3,3,1000,196804,1,16,602000000,1,1,201709.0,5,5,1,0,9,515407.0,624276.0,624276.0,,,Mid-Atlantic and Great Lakes Areas,"405 S 3RD ST, CLINTON, IA, 52732",41.8384038,-90.1907278,405 S 3RD ST,52732,"(41.8384038, -90.1907278)"
420761060,UNITED WAY OF DUBUQUE AREA TRI- STATES,,215 W 6TH ST,DUBUQUE,IA,52001-6809,0,3,3,1000,195509,1,15,600602000,1,1,201805.0,6,6,1,0,5,2166792.0,1895526.0,1833013.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"215 W 6TH ST, DUBUQUE, IA, 52001",42.4988947,-90.6674042,215 W 6TH ST,52001,"(42.4988947, -90.6674042)"
420801846,CEDAR VALLEY UNITED WAY,,425 CEDAR ST STE 300,WATERLOO,IA,50701-1351,0,3,3,1000,195712,1,15,0,1,1,201712.0,6,6,1,0,12,3298217.0,3016343.0,2958186.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"425 CEDAR ST, WATERLOO, IA, 50701",42.4969599,-92.3413766,425 CEDAR ST,50701,"(42.4969599, -92.3413766)"
420861239,UNITED WAY OF EAST CENTRAL IOWA,% WENDY PARKER,317 7TH AVE SE STE 401,CEDAR RAPIDS,IA,52401-2007,0,3,3,1000,196305,1,15,600000000,1,1,201706.0,8,8,1,0,6,22762158.0,10357620.0,10109041.0,T70,,Mid-Atlantic and Great Lakes Areas,"317 7TH AVE SE, CEDAR RAPIDS, IA, 52401",41.9743068,-91.6623891,317 7TH AVE SE,52401,"(41.9743068, -91.6623891)"
420869502,UNITED WAY OF MAHASKA COUNTY,,500 HIGH AVE W,OSKALOOSA,IA,52577-2710,0,3,3,1000,196308,1,16,402600000,1,1,201712.0,4,4,1,0,12,495128.0,422134.0,422134.0,,,Mid-Atlantic and Great Lakes Areas,"500 HIGH AVE W, OSKALOOSA, IA, 52577",41.2952943,-92.6568648,500 HIGH AVE W,52577,"(41.2952943, -92.6568648)"
420871626,MARSHALLTOWN AREA UNITED WAY,,709 S CENTER ST STE 6,MARSHALLTOWN,IA,50158-2876,0,3,3,1000,196007,1,15,600000000,1,1,201803.0,5,5,1,0,3,815118.0,827883.0,801461.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"709 S CENTER ST, MARSHALLTOWN, IA, 50158",42.0179472,-92.912306,709 S CENTER ST,50158,"(42.0179472, -92.912306)"
420947489,UNITED WAY OF STORY COUNTY INC,,315 CLARK AVE,AMES,IA,50010-3314,0,3,3,1000,197206,1,15,602927000,1,1,201706.0,6,6,1,0,6,2934830.0,2277251.0,2277251.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"315 CLARK AVE, AMES, IA, 50010",42.0245058,-93.6170651,315 CLARK AVE,50010,"(42.0245058, -93.6170651)"
421086754,APPANOOSE COUNTY UNITED WAY,,101 W VAN BUREN ST,CENTERVILLE,IA,52544-1724,0,3,3,1000,197712,1,15,600602000,5,1,201612.0,4,3,2,0,12,381056.0,48656.0,48656.0,,,Mid-Atlantic and Great Lakes Areas,"101 W VAN BUREN ST, CENTERVILLE, IA, 52544",40.734923,-92.876464,101 W VAN BUREN ST,52544,"(40.734923, -92.876464)"
421225224,OELWEIN AREA UNITED WAY INC,,19 S FREDERICK,OELWEIN,IA,50662-2372,0,3,3,1000,198412,1,15,600000000,1,1,201706.0,3,3,1,0,6,30144.0,83003.0,83003.0,,,Mid-Atlantic and Great Lakes Areas,"19 S FREDERICK, OELWEIN, IA, 50662",44.933143,7.540121,19 S FREDERICK,50662,
421439853,UNITED WAY AND COMMUNITY FOUNDATION OF GREATER FORT DODGE,,24 N 9TH ST STE B,FORT DODGE,IA,50501-3905,0,3,3,1000,199509,1,15,994903000,1,1,201612.0,7,6,1,0,12,7545310.0,2673740.0,2673740.0,T31,,Mid-Atlantic and Great Lakes Areas,"24 N 9TH ST, FORT DODGE, IA, 50501",42.512757,-94.1880285,24 N 9TH ST,50501,"(42.512757, -94.1880285)"
426062055,UNITED WAY OF JOHNSON & WASHINGTON COUNTIES INC,,1150 5TH ST STE 290,CORALVILLE,IA,52241-2933,0,3,3,1000,196107,1,15,927602000,1,1,201803.0,6,6,1,0,3,3298040.0,2124122.0,2066298.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"1150 5TH ST, CORALVILLE, IA, 52241",41.674961,-91.578562,1150 5TH ST,52241,"(41.674961, -91.578562)"
426089510,UNITED WAY OF JASPER COUNTY,,312 1ST AVE W,NEWTON,IA,50208-3724,0,3,3,1270,196512,1,15,602000000,1,1,201703.0,5,4,1,0,3,602097.0,326375.0,326375.0,,,Mid-Atlantic and Great Lakes Areas,"312 1ST AVE W, NEWTON, IA, 50208",41.6990539,-93.0745567,312 1ST AVE W,50208,"(41.6990539, -93.0745567)"
450255772,UNITED WAY OF GRAND FORKS EAST GRAND FORKS AND AREA INC,% DEB REIERSON,1407 24TH AVE S STE 400,GRAND FORKS,ND,58201-6761,0,3,3,1000,195708,1,15,600902927,1,1,201712.0,6,5,1,0,12,1061725.0,793564.0,793564.0,,UNITED GOOD NEIGHBORS FUND,Mid-Atlantic and Great Lakes Areas,"1407 24TH AVE S, GRAND FORKS, ND, 58201",47.896737,-97.035855,1407 24TH AVE S,58201,"(47.896737, -97.035855)"
450308679,SOURIS VALLEY UNITED WAY,,1941 4TH ST SW,MINOT,ND,58701-6403,0,3,3,1000,195312,1,15,927000000,1,1,201801.0,6,5,1,0,1,1614793.0,806647.0,775303.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"1941 4TH ST SW, MINOT, ND, 58701",48.210461,-101.298455,1941 4TH ST SW,58701,"(48.210461, -101.298455)"
460233701,SIOUX EMPIRE UNITED WAY INC,,1000 N WEST AVENUE,SIOUX FALLS,SD,57104-1374,0,3,3,1000,195703,1,15,927059000,1,1,201612.0,8,7,1,0,12,11103003.0,9131079.0,9131024.0,,,Mid-Atlantic and Great Lakes Areas,"1000 N WEST AVENUE, SIOUX FALLS, SD, 57104",44.933143,7.540121,1000 N WEST AVENUE,57104,
460252854,UNITED WAY AND VOLUNTEER SERVICES OF GREATER YANKTON,,610 W 23RD STREET,YANKTON,SD,57078-1218,0,3,3,1000,199405,1,15,602000000,1,1,201612.0,5,5,1,0,12,523053.0,775888.0,775888.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"610 W 23RD STREET, YANKTON, SD, 57078",42.8943342,-97.4000167,610 W 23RD STREET,57078,"(42.8943342, -97.4000167)"
460259754,UNITED WAY OF THE BLACK HILLS,,621 6TH ST STE 100,RAPID CITY,SD,57701-2745,0,3,3,1000,195909,1,15,600000000,1,1,201712.0,7,6,1,0,12,6922302.0,3223268.0,2526016.0,T00J,,Mid-Atlantic and Great Lakes Areas,"621 6TH ST, RAPID CITY, SD, 57701",44.0640091,-103.2281434,621 6TH ST,57701,"(44.0640091, -103.2281434)"
470376605,UNITED WAY OF THE MIDLANDS,% JEAN HRDLICKA,2201 FARNAM ST STE 200,OMAHA,NE,68102-1251,0,3,3,1000,195401,1,15,600927000,1,1,201706.0,8,8,1,0,6,24370635.0,24088442.0,19258095.0,T700,,Mid-Atlantic and Great Lakes Areas,"2201 FARNAM ST, OMAHA, NE, 68102",41.25709215,-95.9451118801535,2201 FARNAM ST,68102,"(41.25709215, -95.9451118801535)"
470376624,UNITED WAY OF LINCOLN AND LANCASTER COUNTY,,238 S 13TH ST,LINCOLN,NE,68508-2004,0,3,3,1000,194512,1,15,600927000,1,1,201706.0,7,7,1,0,6,7740208.0,7476515.0,7389311.0,T700,,Mid-Atlantic and Great Lakes Areas,"238 S 13TH ST, LINCOLN, NE, 68508",40.7908315,-96.7028332,238 S 13TH ST,68508,"(40.7908315, -96.7028332)"
470402359,UNITED WAY OF SOUTH CENTRAL NEBRASKA INC,,301 S BURLINGTON AVE,HASTINGS,NE,68901-5936,0,3,3,1000,197210,1,15,600927602,1,1,201712.0,5,5,1,0,12,889209.0,553517.0,545638.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"301 S BURLINGTON AVE, HASTINGS, NE, 68901",40.56795,-98.392573,301 S BURLINGTON AVE,68901,"(40.56795, -98.392573)"
470424788,UNITED WAY OF WESTERN NEBRASKA,,1517 BROADWAY,SCOTTSBLUFF,NE,69361-3184,0,3,3,1000,197305,1,15,602000000,1,1,201706.0,5,5,1,0,6,526379.0,603210.0,508873.0,,,Mid-Atlantic and Great Lakes Areas,"1517 BROADWAY, SCOTTSBLUFF, NE, 69361",41.8527008,-103.662437,1517 BROADWAY,69361,"(41.8527008, -103.662437)"
470469492,HEARTLAND UNITED WAY INC,,1441 N WEBB RD,GRAND ISLAND,NE,68803-2313,0,3,3,1000,196305,1,15,600927000,1,1,201712.0,6,6,1,0,12,3144002.0,2119933.0,2119933.0,T30,,Mid-Atlantic and Great Lakes Areas,"1441 N WEBB RD, GRAND ISLAND, NE, 68803",40.9375368,-98.3786632,1441 N WEBB RD,68803,"(40.9375368, -98.3786632)"
470488294,UNITED WAY OF THE KEARNEY AREA INC,,4009 6TH AVE STE 19,KEARNEY,NE,68845-0377,0,3,3,1000,197104,1,15,602000000,1,1,201712.0,5,4,1,0,12,542932.0,414540.0,414540.0,,,Mid-Atlantic and Great Lakes Areas,"4009 6TH AVE, KEARNEY, NE, 68845",40.715011,-99.089502,4009 6TH AVE,68845,"(40.715011, -99.089502)"
470492054,NORFOLK AREA UNITED WAY INC,,333 W NORFOLK AVE,NORFOLK,NE,68701-5219,0,3,3,1000,196705,1,15,602927600,1,1,201712.0,6,4,1,0,12,1186297.0,479914.0,479914.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"333 W NORFOLK AVE, NORFOLK, NE, 68701",44.933143,7.540121,333 W NORFOLK AVE,68701,"(42.032557, -97.440313)"
470525576,MID-PLAINS UNITED WAY INC,,315 N DEWEY ST STE 203B,NORTH PLATTE,NE,69101-4021,0,3,3,1000,198305,1,15,600000000,1,1,201706.0,4,4,1,0,6,317168.0,273437.0,272484.0,,,Mid-Atlantic and Great Lakes Areas,"315 N DEWEY ST, NORTH PLATTE, NE, 69101",41.144652,-100.760119,315 N DEWEY ST,69101,"(41.144652, -100.760119)"
476000166,FREMONT AREA UNITED WAY,% SHAWN SHANAHAN,445 E 1ST ST STE 1,FREMONT,NE,68025-5668,0,3,3,1000,194704,1,15,602561000,5,1,201706.0,6,6,1,0,6,1533212.0,3077476.0,2079017.0,T700,,Mid-Atlantic and Great Lakes Areas,"445 E 1ST ST, FREMONT, NE, 68025",41.4295826,-96.4685462,445 E 1ST ST,68025,"(41.4295826, -96.4685462)"
476029411,COLUMBUS AREA UNITED WAY INC,,3020 18TH ST,COLUMBUS,NE,68601-4254,0,3,3,1000,199604,1,15,602600927,1,1,201712.0,6,6,1,0,12,3388527.0,1295858.0,984904.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"3020 18TH ST, COLUMBUS, NE, 68601",41.4348875,-97.365631,3020 18TH ST,68601,"(41.4348875, -97.365631)"
510073399,UNITED WAY OF DELAWARE INC,,625 N ORANGE ST FL 3,WILMINGTON,DE,19801-2250,0,3,3,1000,194803,1,15,600927000,1,1,201706.0,8,8,1,0,6,13927136.0,15723912.0,15690775.0,T700,,Mid-Atlantic and Great Lakes Areas,"625 N ORANGE ST, WILMINGTON, DE, 19801",44.933143,7.540121,625 N ORANGE ST,19801,"(39.7416814, -75.5520512)"
520591543,THE UNITED WAY OF CENTRAL MARYLAND INC,,1800 WASHINGTON BLVD STE 340,BALTIMORE,MD,21230-1732,0,3,3,1000,192704,1,15,600000000,1,1,201706.0,8,9,1,0,6,38383827.0,65420183.0,37110800.0,T700,,Mid-Atlantic and Great Lakes Areas,"1800 WASHINGTON BLVD, BALTIMORE, MD, 21230",39.27639345,-76.6444629896203,1800 WASHINGTON BLVD,21230,"(39.27639345, -76.6444629896203)"
520691704,UNITED WAY OF WASHINGTON COUNTY MARYLAND INC,,33 W FRANKLIN ST STE 203,HAGERSTOWN,MD,21740-4863,0,3,3,1000,195907,1,15,600927000,1,1,201706.0,5,5,1,0,6,785451.0,980778.0,978941.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"33 W FRANKLIN ST, HAGERSTOWN, MD, 21740",39.6500615,-77.7333489,33 W FRANKLIN ST,21740,"(39.6500615, -77.7333489)"
520695477,COUNTY UNITED WAY INC,,113A S CENTRE ST,CUMBERLAND,MD,21502-3022,0,3,3,1200,195906,1,15,600927000,1,1,201706.0,5,5,1,0,6,739504.0,694299.0,607687.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"113A S CENTRE ST, CUMBERLAND, MD, 21502",39.6489617,-78.7599008,113A S CENTRE ST,21502,"(39.6489617, -78.7599008)"
521219937,UNITED WAY OF ST MARYS COUNTY MARYLAND INC,,22660 WASHINGTON STREET,LEONARDTOWN,MD,20650-0000,0,3,3,1000,198112,1,15,600994602,1,1,201612.0,4,4,1,0,12,325969.0,219752.0,212080.0,T70,,Mid-Atlantic and Great Lakes Areas,"22660 WASHINGTON STREET, LEONARDTOWN, MD, 20650",38.2922204,-76.6357514,22660 WASHINGTON STREET,20650,"(38.2922204, -76.6357514)"
526016589,UNITED WAY OF THE LOWER EASTERN SHORE INC,,803 N SALISBURY BLVD STE 2100,SALISBURY,MD,21801-3657,0,3,3,1000,197402,1,15,600927000,1,1,201708.0,5,6,1,0,8,828041.0,2121583.0,2017104.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"803 N SALISBURY BLVD, SALISBURY, MD, 21801",38.412134,-75.567245,803 N SALISBURY BLVD,21801,"(38.412134, -75.567245)"
530234290,UNITED WAY OF THE NATIONAL CAPITAL AREA,,1577 SPRING HILL RD STE 420,VIENNA,VA,22182-2223,0,3,3,1000,197409,1,15,600000000,1,1,201706.0,8,8,1,0,6,39131773.0,37912275.0,32930288.0,T700,,Mid-Atlantic and Great Lakes Areas,"1577 SPRING HILL RD, VIENNA, VA, 22182",44.933143,7.540121,1577 SPRING HILL RD,22182,
540505882,UNITED WAY-THOMAS JEFFERSON AREA,,806 E HIGH ST,CHARLOTTESVLE,VA,22902-5126,0,3,3,1000,197211,1,15,927000000,1,1,201706.0,7,6,1,0,6,6593163.0,2884028.0,2878942.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"806 E HIGH ST, CHARLOTTESVLE, VA, 22902",44.933143,7.540121,806 E HIGH ST,22902,
540505923,UNITED WAY OF CENTRAL VIRGINIA INC,,1010 MILLER PARK SQ,LYNCHBURG,VA,24501-2755,0,3,3,1000,195811,1,15,927602000,1,1,201706.0,6,6,1,0,6,3204349.0,2487493.0,2422645.0,,,Mid-Atlantic and Great Lakes Areas,"1010 MILLER PARK SQ, LYNCHBURG, VA, 24501",37.4039886,-79.1592083,1010 MILLER PARK SQ,24501,"(37.4039886, -79.1592083)"
540506322,UNITED WAY OF SOUTH HAMPTON ROADS,,2515 WALMER AVE,NORFOLK,VA,23513-2604,0,3,3,1000,195705,1,15,600927000,1,1,201706.0,8,8,1,0,6,23712654.0,21500967.0,21500967.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"2515 WALMER AVE, NORFOLK, VA, 23513",36.8772449,-76.224993509858,2515 WALMER AVE,23513,"(36.8772449, -76.224993509858)"
540525106,UNITED WAY OF NORTHERN SHENANDOAH VALLEY,,329 N CAMERON STREET NO 201,WINCHESTER,VA,22601-4805,0,3,3,1000,197203,1,15,602000000,1,1,201806.0,6,6,1,0,6,2053338.0,1302587.0,1076764.0,,,Mid-Atlantic and Great Lakes Areas,"329 N CAMERON STREET, WINCHESTER, VA, 22601",39.1893071,-78.1620507,329 N CAMERON STREET,22601,"(39.1893071, -78.1620507)"
540535302,UNITED WAY OF ROANOKE VALLEY INC,,325 CAMPBELL AVE SW,ROANOKE,VA,24016-3624,0,3,3,1000,194208,1,15,600000000,1,1,201706.0,7,7,1,0,6,7317234.0,6896805.0,6896805.0,T700,,Mid-Atlantic and Great Lakes Areas,"325 CAMPBELL AVE SW, ROANOKE, VA, 24016",37.271096,-79.952408,325 CAMPBELL AVE SW,24016,"(37.271096, -79.952408)"
540535602,UNITED WAY OF THE VIRGINIA PENINSULA,,11820 FOUNTAIN WAY STE 206,NEWPORT NEWS,VA,23606-4478,0,3,3,2000,194104,1,15,600000000,1,1,201706.0,7,7,1,0,6,7717248.0,5168461.0,4966350.0,T700,,Mid-Atlantic and Great Lakes Areas,"11820 FOUNTAIN WAY, NEWPORT NEWS, VA, 23606",37.0858042,-76.4723218,11820 FOUNTAIN WAY,23606,"(37.0858042, -76.4723218)"
540560586,UNITED WAY OF VIRGINIA,% ANN MYERS,3310 SHANNON PARK DR,FREDERICKSBRG,VA,22408-2379,0,3,3,1200,196506,1,15,927059279,1,1,201806.0,0,0,2,0,6,0.0,0.0,0.0,,,Mid-Atlantic and Great Lakes Areas,"3310 SHANNON PARK DR, FREDERICKSBRG, VA, 22408",44.933143,7.540121,3310 SHANNON PARK DR,22408,
540621417,HALIFAX UNITED WAY INC,,57 MOUNTAIN RD,HALIFAX,VA,24558-2182,0,3,3,1250,201807,1,15,600602927,1,1,201312.0,4,3,2,0,12,235543.0,76174.0,76174.0,P20,,Mid-Atlantic and Great Lakes Areas,"57 MOUNTAIN RD, HALIFAX, VA, 24558",44.933143,7.540121,57 MOUNTAIN RD,24558,"(36.7595817, -78.9869567)"
540632716,UNITED WAY OF HARRISONBURG & ROCKINGHAM COUNTY INC,,100 S MASON STREET NO A,HARRISONBURG,VA,22801-4022,0,3,3,1000,195810,1,15,600000000,1,1,201804.0,6,6,1,0,4,1759038.0,1272406.0,1272406.0,,,Mid-Atlantic and Great Lakes Areas,"100 S MASON STREET, HARRISONBURG, VA, 22801",38.444664,-78.867874,100 S MASON STREET,22801,"(38.444664, -78.867874)"
540718860,UNITED WAY OF SOUTHWEST VIRGINIA,,1096 OLE BERRY DRIVE,ABINGDON,VA,24210-4745,0,3,3,1000,196810,1,15,600000000,1,1,201712.0,6,6,1,0,12,3025361.0,2174791.0,2174791.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"1096 OLE BERRY DRIVE, ABINGDON, VA, 24210",44.933143,7.540121,1096 OLE BERRY DRIVE,24210,
540741011,UNITED WAY OF FRONT ROYAL WARREN COUNTY INC,,134 PEYTON ST B,FRONT ROYAL,VA,22630-3345,0,3,3,1000,197109,1,15,600000000,1,1,201706.0,4,4,1,0,6,368818.0,119297.0,105857.0,,,Mid-Atlantic and Great Lakes Areas,"134 PEYTON ST B, FRONT ROYAL, VA, 22630",44.933143,7.540121,134 PEYTON ST B,22630,
540955100,UNITED WAY OF GREATER AUGUSTA INC,,24 IDLEWOOD BLVD STE 106,STAUNTON,VA,24401-9303,0,3,3,1000,197507,1,15,600602000,1,1,201706.0,4,5,1,0,6,345392.0,652900.0,652900.0,,,Mid-Atlantic and Great Lakes Areas,"24 IDLEWOOD BLVD, STAUNTON, VA, 24401",44.933143,7.540121,24 IDLEWOOD BLVD,24401,
541929483,UNITED WAYOF SOUTH HAMPTON FOUNDATION,% MICHAEL HUGHES,2515 WALMER AVE,NORFOLK,VA,23513-2604,0,3,3,1000,199908,1,17,0,1,1,201706.0,6,6,1,0,6,3291350.0,2669321.0,79111.0,T11,,Mid-Atlantic and Great Lakes Areas,"2515 WALMER AVE, NORFOLK, VA, 23513",36.8772449,-76.224993509858,2515 WALMER AVE,23513,"(36.8772449, -76.224993509858)"
542002011,RAPPAHANNOCK UNITED WAY FOUNDATION INC,% ANN MYERS,3310 SHANNON PARK DR,FREDERICKSBRG,VA,22408-2379,0,3,3,1000,200212,1,15,0,1,1,201712.0,0,0,2,0,12,0.0,0.0,0.0,S20,,Mid-Atlantic and Great Lakes Areas,"3310 SHANNON PARK DR, FREDERICKSBRG, VA, 22408",44.933143,7.540121,3310 SHANNON PARK DR,22408,
542026707,UNITED WAY RETIREES ASSOCIATION,% AMBER KELLEHER,701 NORTH FAIRFAX STREET,ALEXANDRIA,VA,22314-2058,0,3,3,1000,200104,1,15,0,1,1,201612.0,4,4,1,0,12,226513.0,194090.0,206151.0,P20,,Mid-Atlantic and Great Lakes Areas,"701 NORTH FAIRFAX STREET, ALEXANDRIA, VA, 22314",44.933143,7.540121,701 NORTH FAIRFAX STREET,22314,"(38.8119236, -77.0403693257016)"
546042936,RAPPAHANNOCK UNITED WAY INC,,3310 SHANNON PARK DR,FREDERICKSBRG,VA,22408-2379,0,3,3,1000,197309,1,15,600000000,1,1,201706.0,6,6,1,0,6,4206813.0,3686769.0,3676911.0,,,Mid-Atlantic and Great Lakes Areas,"3310 SHANNON PARK DR, FREDERICKSBRG, VA, 22408",44.933143,7.540121,3310 SHANNON PARK DR,22408,
550368459,UNITED WAY OF MARION COUNTY,,112 ADAMS ST STE 201,FAIRMONT,WV,26554-2832,0,3,3,1000,195903,1,16,600927000,1,1,201612.0,4,4,1,0,12,426520.0,352678.0,352678.0,T70,,Mid-Atlantic and Great Lakes Areas,"112 ADAMS ST, FAIRMONT, WV, 26554",39.4852795,-80.1414582,112 ADAMS ST,26554,"(39.4852795, -80.1414582)"
550384704,UNITED WAY OF THE RIVER CITIES INC,,820 MADISON AVE,HUNTINGTON,WV,25704-2551,0,3,3,1000,195901,1,16,927000000,1,1,201706.0,6,6,1,0,6,3241983.0,1441094.0,1328023.0,,,Mid-Atlantic and Great Lakes Areas,"820 MADISON AVE, HUNTINGTON, WV, 25704",38.4089069,-82.4801493,820 MADISON AVE,25704,"(38.4089069, -82.4801493)"
550402755,UNITED WAY OF CENTRAL WEST VIRGINIA INC,,1 UNITED WAY SQ,CHARLESTON,WV,25301-1000,0,3,3,1000,195807,1,15,600000000,1,1,201706.0,6,6,1,0,6,3161805.0,4493134.0,4160635.0,T70,,Mid-Atlantic and Great Lakes Areas,"1 UNITED WAY SQ, CHARLESTON, WV, 25301",44.933143,7.540121,1 UNITED WAY SQ,25301,
550403123,UNITED WAY ALLIANCE OF THE MID OHIO VALLEY INC,,935 MARKET ST,PARKERSBURG,WV,26101-4736,0,3,3,1000,196105,1,15,600927602,1,1,201706.0,5,5,1,0,6,936688.0,932495.0,756399.0,T12,,Mid-Atlantic and Great Lakes Areas,"935 MARKET ST, PARKERSBURG, WV, 26101",39.2689255,-81.5548956,935 MARKET ST,26101,"(39.2689255, -81.5548956)"
550421431,UNITED WAY OF HARRISON COUNTY INC,,445 WEST MAIN STREET NO 203,CLARKSBURG,WV,26301-2843,0,3,3,1000,195903,1,15,154600902,1,1,201712.0,7,6,1,0,12,7752602.0,1748557.0,1717493.0,T700,,Mid-Atlantic and Great Lakes Areas,"445 WEST MAIN STREET, CLARKSBURG, WV, 26301",39.2798705,-80.3417885,445 WEST MAIN STREET,26301,"(39.2798705, -80.3417885)"
